"CODIGO","NOMBRE","CATEGORIA","TECNOLOGIA","ESTADO","FECHA_INSTALACION","FECHA_SUSPENSION","ALTITUD","LATITUD","LONGITUD","DEPARTAMENTO","MUNICIPIO","AREA_OPERATIVA","ENTIDAD","AREA_HIDROGRAFICA","ZONA_HIDROGRAFICA","SUBZONA_HIDROGRAFICA","CORRIENTE","OBSERVACION","SUBRED"
21202170,"SIERRA MORENA  - AUT  [21202170]","Pluviométrica","Automática con Telemetría","Activa","01/09/1999",,2682,"4,5666666670","-74,16666667","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","FONDO DE PREVENCIÓN Y ATENCIÓN DE DESASTRES DE BOGOTÁ DC - FOPAE","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21202180,"QUIBA  - AUT  [21202180]","Climatológica Ordinaria","Automática con Telemetría","Activa","01/10/2000",,2916,"4,543110","-74,156010","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","FONDO DE PREVENCIÓN Y ATENCIÓN DE DESASTRES DE BOGOTÁ DC - FOPAE","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"03/11/2022$Migracion$DATOS ACTUALIZADOS A LA FECHA 03/11/2022, SEGÚN INFORMACIÓN ENVIADA POR IDIGER",
21202190,"JUAN REY - AUT [21202190]","Climatológica Ordinaria","Automática con Telemetría","Activa","01/02/2007",,3090,"4,518720","-74,088670","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","FONDO DE PREVENCIÓN Y ATENCIÓN DE DESASTRES DE BOGOTÁ DC - FOPAE","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"03/11/2022$Migracion$DATOS ACTUALIZADOS A LA FECHA 03/11/2022, SEGÚN INFORMACIÓN ENVIADA POR IDIGER",
21202210,"MICAELA - AUT [21202210]","Climatológica Ordinaria","Automática con Telemetría","Activa","01/10/2000",,3062,"4,500690","-74,0865","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","FONDO DE PREVENCIÓN Y ATENCIÓN DE DESASTRES DE BOGOTÁ DC - FOPAE","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"03/11/2022$Migracion$DATOS ACTUALIZADOS A LA FECHA 03/11/2022, SEGÚN INFORMACIÓN ENVIADA POR IDIGER",
21202220,"PARAISO - AUT [21202220]","Climatológica Ordinaria","Automática con Telemetría","Activa","01/10/2000",,2747,"4,627890","-74,0587","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","FONDO DE PREVENCIÓN Y ATENCIÓN DE DESASTRES DE BOGOTÁ DC - FOPAE","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"03/11/2022$Migracion$DATOS ACTUALIZADOS A LA FECHA 03/11/2022, SEGÚN INFORMACIÓN ENVIADA POR IDIGER",
21202230,"UAN SEDE USME  - AUT  [21202230]","Climatológica Ordinaria","Automática con Telemetría","Activa","01/10/2000",,2747,"4,481520","-74,127080","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","FONDO DE PREVENCIÓN Y ATENCIÓN DE DESASTRES DE BOGOTÁ DC - FOPAE","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"03/11/2022$Migracion$DATOS ACTUALIZADOS A LA FECHA 03/11/2022, SEGÚN INFORMACIÓN ENVIADA POR IDIGER",
21202240,"UAN SEDE CIRCUNVALAR  - AUT  [21202240]","Climatológica Ordinaria","Automática con Telemetría","Activa","01/09/2007",,2717,"4,635460","-74,057460","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","FONDO DE PREVENCIÓN Y ATENCIÓN DE DESASTRES DE BOGOTÁ DC - FOPAE","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"03/11/2022$Migracion$DATOS ACTUALIZADOS A LA FECHA 03/11/2022, SEGÚN INFORMACIÓN ENVIADA POR IDIGER",
21202250,"DOÑA JUANA - AUT [21202250]","Climatológica Ordinaria","Automática con Telemetría","Activa","01/10/2000",,2831,"4,500820","-74,137390","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","FONDO DE PREVENCIÓN Y ATENCIÓN DE DESASTRES DE BOGOTÁ DC - FOPAE","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"02/11/2022$Migracion$DATOS ACTUALIZADOS A LA FECHA 02/11/2022, SEGÚN INFORMACIÓN ENVIADA POR IDIGER",
21205010,"OBS ASTRONOM  [21205010]","Climatológica Ordinaria","Convencional","Suspendida","15/01/1922","15/12/1944",2651,"4,60","-74,08333333","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","ESTACIONES PARTICULARES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205020,"BELKIS-MADRID  [21205020]","Climatológica Ordinaria","Convencional","Suspendida","15/07/1925","15/02/1948",2600,"4,80","-74,21666667","Cundinamarca","Madrid","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE LA ECONOMÍA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205030,"GIMNASIO MODERNO  [21205030]","Climatológica Ordinaria","Convencional","Suspendida","15/06/1938","15/06/1944",2648,"4,65","-74,06666667","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","ESTACIONES PARTICULARES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205040,"PICOTA LA  [21205040]","Climatológica Ordinaria","Convencional","Suspendida","15/01/1929","15/09/1953",2600,"4,55","-74,13333333","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE AGRICULTURA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205050,"CEDRO EL-ZIPAQUIRA  [21205050]","Climatológica Ordinaria","Convencional","Suspendida","15/02/1946","15/12/1955",2624,"5,0333333330","-74","Cundinamarca","Zipaquirá","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE AGRICULTURA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205060,"ACUEDUCTO USAQUEN [21205060]","Climatológica Ordinaria","Convencional","Suspendida","15/03/1929","15/09/1959",2647,"4,70","-74,03333333","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE AGRICULTURA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205070,"CASA REALES-GUASCA  [21205070]","Climatológica Ordinaria","Convencional","Suspendida","15/09/1929","15/01/1949",2716,"4,8666666670","-73,85","Cundinamarca","Guasca","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE LA ECONOMÍA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205080,"ARABIA HDA  [21205080]","Climatológica Ordinaria","Convencional","Suspendida","15/01/1930","15/06/1935",2550,"4,7666666670","-74,38333333","Cundinamarca","Zipacón","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE LA ECONOMÍA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205090,"REGADERA 1  [21205090]","Climatológica Ordinaria","Convencional","Activa","15/08/1941",,3050,"4,40","-74,15","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205100,"PST DE MONTA  [21205100]","Climatológica Ordinaria","Convencional","Suspendida","15/05/1951","15/09/1954",2780,"5,15","-73,68333333","Cundinamarca","Chocontá","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205110,"ESPERANZA LA  [21205110]","Climatológica Ordinaria","Convencional","Suspendida","15/09/1930","15/12/1943",1230,"4,70","-74,41666667","Cundinamarca","La Mesa","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE AGRICULTURA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205120,"TESORO 1-FACATATIV  [21205120]","Climatológica Ordinaria","Convencional","Suspendida","15/02/1931","15/09/1947",2600,"4,80","-74,33333333","Cundinamarca","Facatativá","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE LA ECONOMÍA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205130,"PST DE MONTA  [21205130]","Climatológica Ordinaria","Convencional","Suspendida","15/01/1933","15/10/1957",1300,"4,6333333330","-74,46666667","Cundinamarca","La Mesa","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE LA ECONOMÍA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205140,"MOSQUERA  [21205140]","Climatológica Ordinaria","Convencional","Suspendida","15/09/1936","15/11/1950",2550,"4,7166666670","-74,23333333","Cundinamarca","Mosquera","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE LA ECONOMÍA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205150,"CUCHARO EL  [21205150]","Climatológica Ordinaria","Convencional","Suspendida","15/12/1936","15/12/1961",326,"4,30","-74,80","Cundinamarca","Girardot","Area Operativa 10 - Tolima","INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205160,"RAMADA LA  [21205160]","Climatológica Ordinaria","Convencional","Activa","15/12/1937",,2545,"4,7166666670","-74,18333333","Cundinamarca","Funza","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205170,"PORVENIR EL  [21205170]","Climatológica Ordinaria","Convencional","Suspendida","15/02/1939","15/02/1944",2682,"4,70","-74,03333333","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE LA ECONOMÍA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205180,"ARIZONA REPRESA  [21205180]","Climatológica Ordinaria","Convencional","Suspendida","15/09/1939","15/12/1951",2700,"5,10","-73,68333333","Cundinamarca","Chocontá","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE LA ECONOMÍA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205190,"PUBENZA  [21205190]","Climatológica Ordinaria","Convencional","Suspendida","15/05/1940","15/12/1953",360,"4,3833333330","-74,80","Cundinamarca","Tocaima","Area Operativa 10 - Tolima","MINISTERIO DE LA ECONOMÍA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205200,"EST AGROPECUARI  [21205200]","Climatológica Ordinaria","Convencional","Suspendida","15/06/1940","15/08/1948",2620,"4,9166666670","-74,10","Cundinamarca","Tabio","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE AGRICULTURA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205210,"APTO TECHO  [21205210]","Sinóptica Principal","Convencional","Suspendida","15/01/1942","15/12/1959",2550,"4,6333333330","-74,15","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA COLOMBIANA DE AERÓDROMOS","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205220,"TOMINE 1  [21205220]","Climatológica Ordinaria","Convencional","Suspendida","15/02/1950","15/03/1963",2600,"4,9166666670","-73,83333333","Cundinamarca","Guatavita","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205240,"VITELMA  [21205240]","Climatológica Ordinaria","Convencional","Activa","15/05/1941",,2682,"4,5666666670","-74,06666667","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205250,"LUMBRE LA  [21205250]","Climatológica Ordinaria","Convencional","Suspendida","15/03/1955","15/01/1988",2540,"4,6166666670","-74,18333333","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205260,"AGUA DE DIOS  [21205260]","Climatológica Ordinaria","Convencional","Suspendida","15/09/1942","15/11/1944",400,"4,3833333330","-74,66666667","Cundinamarca","Agua De Dios","Area Operativa 10 - Tolima","MINISTERIO DE LA ECONOMÍA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205270,"SAN BARTOLOME  [21205270]","Climatológica Ordinaria","Convencional","Suspendida","15/01/1923","15/12/1941",2653,"4,6166666670","-74,06666667","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","ESTACIONES PARTICULARES","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205280,"TENJO  [21205280]","Climatológica Ordinaria","Convencional","Suspendida","15/08/1943","15/12/1949",2650,"4,8666666670","-74,15","Cundinamarca","Tenjo","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE AGRICULTURA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205290,"EDIFICIO SAMPER  [21205290]","Climatológica Ordinaria","Convencional","Suspendida","15/01/1944","15/01/1950",2570,"4,6166666670","-74,08333333","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE AGRICULTURA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205300,"PALO BLANCO  [21205300]","Climatológica Ordinaria","Convencional","Activa","15/12/1945",,3256,"4,5166666670","-74,05","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205310,"CARO LA  [21205310]","Climatológica Ordinaria","Convencional","Suspendida","15/01/1947","15/01/1955",2560,"4,8666666670","-74,03333333","Cundinamarca","Chía","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE AGRICULTURA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205320,"BUENAVISTA-USME GJ  [21205320]","Climatológica Ordinaria","Convencional","Suspendida","15/03/1947","15/09/1959",3175,"4,4333333330","-74,13333333","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","MINISTERIO DE AGRICULTURA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205330,"TOMINE 2  [21205330]","Climatológica Ordinaria","Convencional","Suspendida","15/11/1955","15/04/1963",2600,"4,90","-73,86666667","Cundinamarca","Guatavita","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205340,"ACUEDUCTO BOSA  [21205340]","Climatológica Ordinaria","Convencional","Activa","15/01/1961",,2585,"4,6166666670","-74,18333333","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205350,"SAN RAFAEL 2  [21205350]","Climatológica Ordinaria","Convencional","Suspendida","15/11/1947","15/10/1955",2780,"4,70","-74","Cundinamarca","La Calera","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205360,"BOCAGRANDE  [21205360]","Climatológica Ordinaria","Convencional","Activa","15/01/1951",,3455,"4,35","-74,13333333","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205370,"PANTANO REDONDO  [21205370]","Climatológica Ordinaria","Convencional","Activa","15/01/1957",,3000,"5,0333333330","-74,03333333","Cundinamarca","Zipaquirá","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205380,"HIPOTECHO  [21205380]","Climatológica Ordinaria","Convencional","Activa","15/05/1957",,2550,"4,6333333330","-74,13333333","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205390,"REPRESA SISGA  [21205390]","Climatológica Ordinaria","Convencional","Activa","15/11/1939",,2675,"5,0833333330","-73,73333333","Cundinamarca","Chocontá","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205400,"CHECUA-NEMOCON  [21205400]","Climatológica Principal","Convencional","Activa","15/04/1953",,2580,"5,1166666670","-73,86666667","Cundinamarca","Nemocón","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205410,"REPRESA DEL NEUSA  [21205410]","Climatológica Principal","Convencional","Activa","15/05/1947",,3100,"5,15","-73,98333333","Cundinamarca","Cogua","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205430,"CORZO STA TECLA  [21205430]","Climatológica Ordinaria","Convencional","Suspendida","15/01/1958","15/11/1967",2600,"4,7666666670","-74,33333333","Cundinamarca","Facatativá","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205440,"LOYOLA  [21205440]","Climatológica Ordinaria","Convencional","Suspendida","15/07/1956","15/05/1957",2586,"4,80","-74,28333333","Cundinamarca","Facatativá","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205450,"TIBITOC 1  [21205450]","Climatológica Ordinaria","Convencional","Activa","15/05/1956",,2698,"4,9833333330","-73,96666667","Cundinamarca","Tocancipá","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205460,"VILLA MARIA  [21205460]","Climatológica Ordinaria","Convencional","Suspendida","15/08/1955","15/12/1965",1250,"4,75","-74,48333333","Cundinamarca","Anolaima","Area Operativa 11 - Cundinamarca-Amazonas","FEDERACIÓN NACIONAL DE CAFETEROS","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205470,"FONTIBON  [21205470]","Climatológica Ordinaria","Convencional","Activa","15/06/1972",,2518,"4,6833333330","-74,15","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205480,"IBERIA LA  [21205480]","Climatológica Principal","Convencional","Activa","15/08/1955",,2760,"5,0333333330","-73,71666667","Cundinamarca","Chocontá","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205490,"TESORO 2  [21205490]","Climatológica Ordinaria","Convencional","Suspendida","15/02/1957","15/06/1969",2550,"4,80","-74,33333333","Cundinamarca","Facatativá","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205500,"RHIN EL  [21205500]","Climatológica Ordinaria","Convencional","Suspendida","15/09/1958","15/06/1969",2600,"4,8833333330","-74,03333333","Cundinamarca","Chía","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205501,"MESITAS DE SANTA INES  - AUT  [21205501]","Climatológica Principal","Automática con Telemetría","Suspendida","10/10/2013","21/08/2019",1340,"4,7186111110","-74,45527778","Cundinamarca","Cachipay","Area Operativa 11 - Cundinamarca-Amazonas","CENTRO NACIONAL DE INVESTIGACIONES DE CAFÉ","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"Mediante orfeo 20191040002573 se hace entrega del archivo Excel que contiene el catálogo de estaciones automáticas de Cenicafé, el cual comprende 103 estaciones, con el fin de que se actualice su metadata en el Catálogo Nacional de estaciones del IDEAM.",
21205502,"MISIONES - AUT [21205502]","Climatológica Principal","Automática con Telemetría","Activa","01/09/2013",,1540,"4,5449972220","-74,44055556","Cundinamarca","El Colegio","Area Operativa 11 - Cundinamarca-Amazonas","CENTRO NACIONAL DE INVESTIGACIONES DE CAFÉ","Magdalena Cauca","Alto Magdalena","Río Bogotá",,"Mediante orfeo 20191040002573 se hace entrega del archivo Excel que contiene el catálogo de estaciones automáticas de Cenicafé, el cual comprende 103 estaciones, con el fin de que se actualice su metadata en el Catálogo Nacional de estaciones del IDEAM.",
21205503,"DELIRIO EL  - AUT  [21205503]","Climatológica Principal","Automática con Telemetría","Activa",,,2,"4,5226944440","-74,40608333","Cundinamarca","El Colegio","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205504,"UMNG  - AUT  [21205504]","Climatológica Principal","Automática con Telemetría","Activa",,,3,"4,9678333330","-73,64111111","Cundinamarca","Cajicá","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Orinoco","Meta","Río Garagoa",,,
21205505,"PTAR TOCANCIPA  - AUT  [21205505]","Climatológica Principal","Automática con Telemetría","Activa",,,3,"4,9701111110","-73,91827778","Cundinamarca","Tocancipá","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205506,"GUAMAL  - AUT  [21205506]","Climatológica Principal","Automática con Telemetría","Activa",,,3,"5,0250555560","-74,15277778","Cundinamarca","Subachoque","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205507,"CACHIPAY  - AUT  [21205507]","Climatológica Principal","Automática con Telemetría","Activa",,,2,"4,7298888890","-74,43080556","Cundinamarca","Cachipay","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205508,"EDIFICIO CAR  - AUT  [21205508]","Climatológica Principal","Automática con Telemetría","Activa",,,366,"4,6209602780","-74,06297778","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205509,"EL DESTINO  - AUT  [21205509]","Climatológica Principal","Automática con Telemetría","Activa",,,3,"4,3966677780","-74,62831250","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205510,"FUTE  [21205510]","Climatológica Ordinaria","Convencional","Suspendida","15/09/1959","15/01/1968",2607,"4,60","-74,28333333","Cundinamarca","Soacha","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205511,"EL OKAL  - AUT  [21205511]","Climatológica Principal","Automática con Telemetría","Activa",,,2558,"5,0011111110","-73,73333333","Cundinamarca","Villagómez","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205512,"EL SOCHE  - AUT  [21205512]","Climatológica Principal","Automática con Telemetría","Activa",,,3007,"4,4693163890","-74,07945417","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205513,"LA RAMADA  - AUT  [21205513]","Climatológica Principal","Automática con Telemetría","Activa",,,3031,"4,5045766670","-74,18418667","Cundinamarca","Funza","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205514,"LAS MARGARITAS  - AUT  [21205514]","Climatológica Principal","Automática con Telemetría","Activa",,,2717,"4,4693163890","-74,07945417","Cundinamarca","El Rosal","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205515,"MERENGO  - AUT  [21205515]","Climatológica Principal","Automática con Telemetría","Activa",,,3347,"4,7002888890","-74,17378611","Cundinamarca","Soacha","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205516,"NEGRETE  - AUT  [21205516]","Climatológica Principal","Automática con Telemetría","Activa",,,2544,"5,1726944440","-73,85177778","Cundinamarca","Pacho","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205517,"PARQUE SOPO  - AUT  [21205517]","Climatológica Principal","Automática con Telemetría","Activa",,,2558,"4,7881572220","-74,05005889","Cundinamarca","Sopó","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205518,"SALITRE  - AUT  [21205518]","Climatológica Principal","Automática con Telemetría","Activa",,,2637,"5,1713611110","-74,01566667","Cundinamarca","Tausa","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205519,"SAN FORTUNATO  - AUT  [21205519]","Climatológica Principal","Automática con Telemetría","Activa",,,721,"4,4521111110","-74,27228806","Cundinamarca","Sibaté","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
21205521,"SANTA HELENA  - AUT  [21205521]","Climatológica Principal","Automática con Telemetría","Activa",,,2971,"4,7378097220","-73,93579389","Cundinamarca","La Calera","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA","Magdalena Cauca","Alto Magdalena","Río Bogotá",,,
