"CODIGO","NOMBRE","CATEGORIA","TECNOLOGIA","ESTADO","FECHA_INSTALACION","FECHA_SUSPENSION","ALTITUD","LATITUD","LONGITUD","DEPARTAMENTO","MUNICIPIO","AREA_OPERATIVA","ENTIDAD","AREA_HIDROGRAFICA","ZONA_HIDROGRAFICA","SUBZONA_HIDROGRAFICA","CORRIENTE","OBSERVACION","SUBRED"
11010020,"AGRICOLA LLORO GJA  [11010020]","Pluviométrica","Convencional","Suspendida","15/01/1952","15/10/1959",120,"5,50","-76,53333333","Choco","Lloró","Area Operativa 01 - Antioquia-Chocó","MINISTERIO DE AGRICULTURA","Caribe","Atrato - Darién","Alto Atrato",,,
11020060,"CARMEN EL  [11020060]","Pluviométrica","Convencional","Suspendida","15/01/1932","15/12/1961",720,"5,8333333330","-76,66666667","Choco","El Carmen","Area Operativa 01 - Antioquia-Chocó","MINISTERIO DE AGRICULTURA","Caribe","Atrato - Darién","Río Bebaramá y otros Directos Atrato (md)",,,
11025501,"CARMEN DE ATRATO  - AUT  [11025501]","Climatológica Principal","Automática con Telemetría","Activa","16/12/2013",,1683,"5,8887194440","-76,14516667","Choco","El Carmen","Area Operativa 01 - Antioquia-Chocó","CENTRO NACIONAL DE INVESTIGACIONES DE CAFÉ","Caribe","Atrato - Darién","Alto Atrato",,"Mediante orfeo 20191040002573 se hace entrega del archivo Excel que contiene el catálogo de estaciones automáticas de Cenicafé, el cual comprende 103 estaciones, con el fin de que se actualice su metadata en el Catálogo Nacional de estaciones del IDEAM.",
11030050,"QUIBDO  [11030050]","Pluviométrica","Convencional","Suspendida","15/01/1950","15/07/1952",30,"5,6833333330","-76,68333333","Choco","Quibdó","Area Operativa 01 - Antioquia-Chocó","MINISTERIO DE OBRAS PÚBLICAS","Caribe","Atrato - Darién","Río Quito",,,
11030060,"INST DEL CHOCO  [11030060]","Pluviométrica","Convencional","Suspendida","15/06/1931","15/12/1955",33,"5,6833333330","-76,66666667","Choco","Quibdó","Area Operativa 01 - Antioquia-Chocó","MINISTERIO DE LA ECONOMÍA","Caribe","Atrato - Darién","Río Quito",,,
11060020,"POCITOS  [11060020]","Pluviográfica","Convencional","Suspendida","15/04/1990","15/04/1993",890,"6,2333333330","-76,33333333","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Directos Atrato entre ríos Bebaramá y Murrí (md)",,,
11060030,"CAMPO BONITO  [11060030]","Pluviográfica","Convencional","Activa","15/08/1989",,120,"6,2166666670","-76,48333333","Antioquia","Vigia Del Fuerte","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Directos Atrato entre ríos Bebaramá y Murrí (md)",,,
11067010,"CAMPO BONITO RP 11  [11067010]","Limnigráfica","Convencional","Activa","15/08/1989",,115,"6,20","-76,48333333","Antioquia","Vigia Del Fuerte","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Directos Atrato entre ríos Bebaramá y Murrí (md)","ARQUÍA",,
11070050,"URRAO  [11070050]","Pluviométrica","Convencional","Suspendida","15/03/1959","15/12/1969",1875,"6,3333333330","-76,16666667","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","INSTITUTO COLOMBIANO DE ENERGÍA ELÉCTRICA (ELECTRAGUAS)","Caribe","Atrato - Darién","Río Murrí",,,
11070060,"CARAUTICA  [11070060]","Pluviográfica","Convencional","Suspendida","15/03/1978","15/01/1980",1995,"6,6166666670","-76,20","Antioquia","Frontino","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí",,,
11070070,"CRUCES  [11070070]","Pluviográfica","Convencional","Activa","15/03/1978",,950,"6,4833333330","-76,35","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí",,,
11070080,"MANDE  [11070080]","Pluviográfica","Convencional","Activa","15/03/1978",,495,"6,4333333330","-76,45","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí",,,
11070090,"STA BARBARA  [11070090]","Pluviográfica","Convencional","Activa","15/03/1978",,2595,"6,40","-76,06666667","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí",,,
11070100,"SIRENO EL  [11070100]","Pluviográfica","Convencional","Activa","15/03/1978",,1210,"6,3833333330","-76,23333333","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí",,,
11070110,"NENDO  [11070110]","Pluviográfica","Convencional","Activa","15/03/1978",,960,"6,3333333330","-76,31666667","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí",,,
11070120,"PABON  [11070120]","Pluviográfica","Convencional","Activa","15/03/1978",,1920,"6,15","-76,13333333","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí",,,
11070140,"CHAQUENODA  [11070140]","Pluviográfica","Convencional","Activa","15/05/1980",,460,"6,6166666670","-76,41666667","Antioquia","Frontino","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí",,,
11070150,"PALMERA LA  [11070150]","Pluviográfica","Convencional","Activa","15/07/1980",,800,"6,4166666670","-76,50","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí",,,
11070160,"PANTANOGRANDE  [11070160]","Pluviográfica","Convencional","Activa","15/03/1978",,820,"6,70","-76,46666667","Antioquia","Frontino","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí",,,
11070170,"SAN JOSE  [11070170]","Pluviográfica","Convencional","Activa","15/07/1986",,1870,"6,25","-76,15","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí",,,
11070180,"MURRI  [11070180]","Pluviográfica","Convencional","Activa","15/03/1978",,810,"6,7333333330","-76,35","Antioquia","Frontino","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí",,,
11075030,"FUEMIA  [11075030]","Climatológica Ordinaria","Convencional","Suspendida","15/04/1978","15/06/1980",480,"6,5666666670","-76,58333333","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí",,,
11075040,"CURBATA  [11075040]","Climatológica Principal","Convencional","Suspendida","15/03/1976","15/07/1989",145,"6,60","-76,51666667","Antioquia","Frontino","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí",,,
11077040,"RP-1  [11077040]","Limnigráfica","Convencional","Activa","15/04/1977",,1760,"6,35","-76,15","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí","PENDERISCO",,
11077050,"ENCARNACION RP-2  [11077050]","Limnigráfica","Convencional","Activa","15/02/1977",,1570,"6,4333333330","-76,15","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí","ENCARNACIÓN",,
11077060,"CALLE MANSA RP 3  [11077060]","Limnigráfica","Convencional","Suspendida","15/03/1978","15/05/1993",140,"6,55","-76,53333333","Antioquia","Frontino","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí","MURRI",,
11077070,"CURBATA RP 4  [11077070]","Limnigráfica","Convencional","Activa","15/04/1992",,165,"6,60","-76,51666667","Antioquia","Frontino","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí","CURBATA",,
11077080,"CHAQUENODA RP-5  [11077080]","Limnigráfica","Convencional","Suspendida","15/05/1980","15/12/1993",145,"6,6333333330","-76,43333333","Antioquia","Frontino","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí","CHAQUENODA",,
11077090,"JENGAMECODA RP-6  [11077090]","Limnigráfica","Convencional","Suspendida","15/05/1980","15/11/1989",570,"6,60","-76,40","Antioquia","Frontino","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí","JENGAMECODA",,
11077100,"NENDO RP-7  [11077100]","Limnigráfica","Convencional","Suspendida","15/06/1980","15/12/1992",880,"6,3333333330","-76,33333333","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí","NENDO",,
11077110,"PABON RP 8  [11077110]","Limnigráfica","Convencional","Activa","15/07/1986",,1845,"6,25","-76,15","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí","PABÓN",,
11077120,"PLAYA LA RP-9  [11077120]","Limnigráfica","Convencional","Suspendida","15/08/1986","15/03/1992",20,"6,6166666670","-76,73333333","Antioquia","Vigia Del Fuerte","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí","MURRI",,
11077130,"STA MARIA RP 10  [11077130]","Limnigráfica","Convencional","Activa","15/07/1987",,190,"6,4833333330","-76,45","Antioquia","Frontino","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Murrí","MURRI",,
11077140,"PTE NENDO RP 7A  [11077140]","Limnigráfica","Convencional","Activa","15/08/1992",,820,"6,3166666670","-76,55","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Directos Atrato entre ríos Bebaramá y Murrí (md)","NENDO",,
11110050,"MUSINGA GRANDE  [11110050]","Pluviográfica","Convencional","Activa","15/05/1980",,1930,"6,6833333330","-76,18333333","Antioquia","Frontino","Area Operativa 01 - Antioquia-Chocó","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","Caribe","Atrato - Darién","Río Sucio",,,
11110070,"URAMA  [11110070]","Pluviométrica","Convencional","Suspendida","15/11/1956","15/07/1957",550,"7,0166666670","-76,26666667","Antioquia","Dabeiba","Area Operativa 01 - Antioquia-Chocó","FEDERACIÓN NACIONAL DE CAFETEROS","Caribe","Atrato - Darién","Río Sucio",,,
11110080,"CHINO EL  [11110080]","Pluviométrica","Convencional","Suspendida","15/12/1960","15/02/1967",560,"7,0166666670","-76,30","Antioquia","Dabeiba","Area Operativa 01 - Antioquia-Chocó","MINISTERIO DE OBRAS PÚBLICAS","Caribe","Atrato - Darién","Río Sucio",,,
11110090,"STA TERESA  [11110090]","Pluviométrica","Convencional","Suspendida","15/06/1967","15/12/1967",570,"7,0333333330","-76,31666667","Antioquia","Dabeiba","Area Operativa 01 - Antioquia-Chocó","INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI","Caribe","Atrato - Darién","Río Sucio",,,
11110100,"JAGUA EL  [11110100]","Pluviométrica","Convencional","Suspendida","15/01/1969","15/03/1972",580,"7,0666666670","-76,30","Antioquia","Dabeiba","Area Operativa 01 - Antioquia-Chocó","INGENIEROS TÉCNICOS CONSULTORES","Caribe","Atrato - Darién","Río Sucio",,,
11110120,"FRONTINO  [11110120]","Pluviométrica","Convencional","Suspendida","15/05/1931","15/10/1955",1300,"6,7833333330","-76,13333333","Antioquia","Frontino","Area Operativa 01 - Antioquia-Chocó","ESTADÍSTICA DEPARTAMENTAL DE ANTIOQUIA","Caribe","Atrato - Darién","Río Sucio",,,
11110130,"LA ALDEA [11110130]","Pluviométrica","Convencional","Activa","15/01/1977",,1500,"7,0166666670","-76,25","Antioquia","Dabeiba","Area Operativa 01 - Antioquia-Chocó","FEDERACIÓN NACIONAL DE CAFETEROS","Caribe","Atrato - Darién","Río Sucio",,,
11115501,"CAÑASGORDAS  - AUT  [11115501]","Climatológica Principal","Automática con Telemetría","Activa","15/09/2013",,1438,"6,748275","-76,03155556","Antioquia","Cañasgordas","Area Operativa 01 - Antioquia-Chocó","CENTRO NACIONAL DE INVESTIGACIONES DE CAFÉ","Caribe","Atrato - Darién","Río Sucio",,"Mediante orfeo 20191040002573 se hace entrega del archivo Excel que contiene el catálogo de estaciones automáticas de Cenicafé, el cual comprende 103 estaciones, con el fin de que se actualice su metadata en el Catálogo Nacional de estaciones del IDEAM.",
11117060,"PH-1 LA HONDA  [11117060]","Limnimétrica","Convencional","Activa","09/10/2002",,1199,"6,7833333330","-76,08333333","Antioquia","Cañasgordas","Area Operativa 01 - Antioquia-Chocó","ESTACIONES PARTICULARES","Caribe","Atrato - Darién","Río Sucio","HERRADURA",,
11117070,"PH-2 CHONTADURO  [11117070]","Limnimétrica","Convencional","Activa","04/10/2002",,997,"6,7833333330","-76,06666667","Antioquia","Cañasgordas","Area Operativa 01 - Antioquia-Chocó","ESTACIONES PARTICULARES","Caribe","Atrato - Darién","Río Sucio","CAÑAS GORDAS",,
11117080,"PH-3 CHORODO  [11117080]","Limnimétrica","Convencional","Activa","27/09/2002",,936,"6,8333333330","-76,11666667","Antioquia","Cañasgordas","Area Operativa 01 - Antioquia-Chocó","ESTACIONES PARTICULARES","Caribe","Atrato - Darién","Río Sucio","CAÑAS GORDAS",,
11117090,"PH-4 LLANOGRANDE  [11117090]","Limnimétrica","Convencional","Activa","24/02/2005",,1339,"6,7666666670","-75,08333333","Antioquia","Cañasgordas","Area Operativa 01 - Antioquia-Chocó","ESTACIONES PARTICULARES","Magdalena Cauca","Nechí","Río Porce","HERRADURA",,
11141001,"ESTACION_MATUNTUGO  [11141001]","Meteorologica Marina","Automática sin Telemetría","Activa","17/03/2016",,0,"8,1371111110","-76,83577778","Antioquia","Turbo","Area Operativa 01 - Antioquia-Chocó","CORPORACION AUTÓNOMA REGIONAL DE URABA","Caribe","Atrato - Darién","Directos Bajo Atrato entre río Sucio y desembocadura",,,
11150040,"INST DEL CHOCO  [11150040]","Pluviométrica","Convencional","Suspendida","15/06/1940","15/07/1944",2,"8,5166666670","-77,28333333","Choco","Acandí","Area Operativa 01 - Antioquia-Chocó","MINISTERIO DE AGRICULTURA","Caribe","Atrato - Darién","Río Tolo y otros Directos al Caribe",,,
11150050,"SAINT CRIC HDA  [11150050]","Pluviométrica","Convencional","Suspendida","15/05/1966","15/12/1967",2,"8,5333333330","-77,28333333","Choco","Acandí","Area Operativa 01 - Antioquia-Chocó","MINISTERIO DE AGRICULTURA","Caribe","Atrato - Darién","Río Tolo y otros Directos al Caribe",,,
12010280,"RIOGRANDE EE PP MM  [12010280]","Pluviométrica","Convencional","Suspendida","15/11/1941","15/03/1943",24,"8,0833333330","-76,68333333","Antioquia","Turbo","Area Operativa 01 - Antioquia-Chocó","ESTADÍSTICA DEPARTAMENTAL DE ANTIOQUIA","Caribe","Caribe - Litoral","Río Mulatos y otros directos al Caribe",,,
12011001,"SAN_ANDRES_CIOH  - AUT  [12011001]","Meteorologica Marina","Automática con Telemetría","Activa","17/03/2016",,0,"12,5695194440","-81,7014555560","Archipielago De San Andres, Providencia Y Santa Catalina","San Andrés","Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés","DIRECCIÓN GENERAL MARÍTIMA","Caribe","Islas Caribe","San Andres",,"13/09/2022$Migracion$Por solicitud del Coordinador del Área Operativa 11 se reasigna la estación al Área Operativa 05.|14/09/2022$Migracion$Por solicitud del Coordinador del Área Operativa 11 se reasigna la estación al Área Operativa 05.",
12011002,"BOYA_SAN_ANDRES_OLEAJE  - AUT  [12011002]","Meteorologica Marina","Automática con Telemetría","Activa","17/03/2016",,0,"12,6260","-81,6830","Archipielago De San Andres, Providencia Y Santa Catalina","San Andrés","Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés","DIRECCIÓN GENERAL MARÍTIMA","Caribe","Islas Caribe","OTRAS ISLAS DEL CARIBE Y ZONA MARITIMA",,"13/09/2022$Migracion$Por solicitud del Coordinador del Área Operativa 11 se reasigna la estación al Área Operativa 05.|14/09/2022$Migracion$Por solicitud del Coordinador del Área Operativa 11 se reasigna la estación al Área Operativa 05.",
12011003,"ISLA_PROVIDENCIA_CIOH  - AUT  [12011003]","Meteorologica Marina","Automática con Telemetría","Activa","17/03/2016",,0,"13,3722055560","-81,3709858330","Archipielago De San Andres, Providencia Y Santa Catalina","San Andres Y  Providencia (Santa Isabel)","Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés","DIRECCIÓN GENERAL MARÍTIMA","Caribe","Islas Caribe","Providencia",,"14/09/2022$Migracion$Por solicitud del Coordinador del Área Operativa 11 se reasigna la estación al Área Operativa 05.",
12011004,"JOHNNY CAY_INVEMAR  - AUT  [12011004]","Meteorologica Marina","Automática con Telemetría","Activa","17/03/2016",,0,"12,5993055560","-81,6893608330","Archipielago De San Andres, Providencia Y Santa Catalina","San Andrés","Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés","INSTITUTO DE INVESTIGACIONES MARINAS Y COSTERAS JOSE BENITO VIVES DE ANDREIS","Caribe","Islas Caribe","OTRAS ISLAS DEL CARIBE Y ZONA MARITIMA","MAR CARIBE","13/09/2022$Migracion$Por solicitud del Coordinador del Área Operativa 11 se reasigna la estación al Área Operativa 05.|14/09/2022$Migracion$Por solicitud del Coordinador del Área Operativa 11 se reasigna la estación al Área Operativa 05.",
12011005,"ISLA_TESORO_INVEMAR [12011005]","Meteorologica Marina","Automática con Telemetría","Activa","17/03/2016",,3,"10,23491667","-75,740550","Bolivar","Cartagena De Indias","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DE INVESTIGACIONES MARINAS Y COSTERAS JOSE BENITO VIVES DE ANDREIS","Magdalena Cauca","Bajo Magdalena","Canal del Dique margen izquierda","MAR CARIBE",,
12020020,"PTO CESAR  [12020020]","Pluviométrica","Convencional","Suspendida","15/06/1923","15/05/1924",1,"8,0833333330","-76,68333333","Antioquia","Turbo","Area Operativa 01 - Antioquia-Chocó","ESTADÍSTICA DEPARTAMENTAL DE ANTIOQUIA","Caribe","Caribe - Litoral","Río Mulatos y otros directos al Caribe",,,
12020030,"ZUNGO  [12020030]","Pluviométrica","Convencional","Suspendida","15/04/1957","15/12/1957",5,"8,10","-76,70","Antioquia","Turbo","Area Operativa 01 - Antioquia-Chocó","INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI","Caribe","Caribe - Litoral","Río Mulatos y otros directos al Caribe",,,
12021001,"TURBO_CIOH  - AUT  [12021001]","Meteorologica Marina","Automática con Telemetría","Activa","17/03/2016",,0,"8,0841111110","-76,74241667","Antioquia","Turbo","Area Operativa 01 - Antioquia-Chocó","DIRECCIÓN GENERAL MARÍTIMA","Caribe","Caribe - Litoral","Río Mulatos y otros directos al Caribe",,,
12021002,"BOYA_TURBO_OLEAJE  - AUT  [12021002]","Meteorologica Marina","Automática con Telemetría","Activa","17/03/2016",,0,"8,9070","-76,84","Antioquia","Turbo","Area Operativa 01 - Antioquia-Chocó","DIRECCIÓN GENERAL MARÍTIMA","Caribe","Caribe - Litoral","Río Mulatos y otros directos al Caribe",,,
12051001,"COVEÑAS_CIOH  - AUT  [12051001]","Meteorologica Marina","Automática con Telemetría","Activa","17/03/2016",,0,"9,4062138890","-75,6840","Sucre","Coveñas","Area Operativa 02 - Atlántico-Bolivar-Sucre","DIRECCIÓN GENERAL MARÍTIMA","Caribe","Caribe - Litoral","Directos Caribe Golfo de Morrosquillo",,,
13010030,"TUCURA  [13010030]","Pluviográfica","Convencional","Suspendida","15/11/1965","15/12/1967",120,"7,95","-76,25","Cordoba","Tierralta","Area Operativa 02 - Atlántico-Bolivar-Sucre","CORPORACION AUTONOMA REGIONAL DE LOS VALLES DEL SINU Y DEL SAN JORGE","Caribe","Sinú","Alto Sinú - Urrá",,,
13020030,"JARUPIA  [13020030]","Pluviométrica","Convencional","Suspendida","15/07/1961","15/10/1964",140,"7,90","-76,28333333","Cordoba","Tierralta","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO COLOMBIANO DE ENERGÍA ELÉCTRICA (ELECTRAGUAS)","Caribe","Sinú","Alto Sinú - Urrá",,,
13030020,"TIERRALTA  [13030020]","Pluviométrica","Convencional","Suspendida","15/11/1965","15/01/1969",50,"8,1833333330","-76,06666667","Cordoba","Tierralta","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA","Caribe","Sinú","Medio Sinú",,,
13035020,"MANSO EL  [13035020]","Climatológica Ordinaria","Convencional","Suspendida","15/01/1966","15/05/1978",160,"7,85","-76,30","Cordoba","Tierralta","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI","Caribe","Sinú","Alto Sinú - Urrá",,,
13040020,"VILLANUEVA  [13040020]","Pluviométrica","Convencional","Suspendida","15/03/1960","15/09/1962",110,"8,3666666670","-76,11666667","Cordoba","Valencia","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO COLOMBIANO DE ENERGÍA ELÉCTRICA (ELECTRAGUAS)","Caribe","Sinú","Medio Sinú",,,
13070350,"TURIPANA  [13070350]","Pluviométrica","Convencional","Suspendida","15/01/1952","15/11/1966",13,"8,85","-75,83333333","Cordoba","Cereté","Area Operativa 02 - Atlántico-Bolivar-Sucre","CORPORACION AUTONOMA REGIONAL DE LOS VALLES DEL SINU Y DEL SAN JORGE","Caribe","Sinú","Bajo Sinú",,,
13070360,"MONTERIA  [13070360]","Pluviométrica","Convencional","Suspendida","15/05/1931","15/03/1962",20,"8,75","-75,86666667","Cordoba","Montería","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO COLOMBIANO DE ENERGÍA ELÉCTRICA (ELECTRAGUAS)","Caribe","Sinú","Bajo Sinú",,,
13070370,"THELWELL  [13070370]","Pluviométrica","Convencional","Suspendida","15/08/1916","15/07/1959",12,"8,90","-75,78333333","Cordoba","Cereté","Area Operativa 02 - Atlántico-Bolivar-Sucre","MINISTERIO DE AGRICULTURA","Caribe","Sinú","Bajo Sinú",,,
13070400,"SILENCIO EL  [13070400]","Pluviométrica","Convencional","Suspendida","15/10/1964","15/07/1965",5,"9,1666666670","-75,60","Cordoba","Chima","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI","Caribe","Sinú","Bajo Sinú",,,
13070410,"BERASTEGUI  [13070410]","Pluviográfica","Convencional","Suspendida","15/10/1964","15/09/1965",220,"8,8833333330","-74,68333333","Cordoba","Montería","Area Operativa 02 - Atlántico-Bolivar-Sucre","CORPORACION AUTONOMA REGIONAL DE LOS VALLES DEL SINU Y DEL SAN JORGE","Magdalena Cauca","Bajo Magdalena- Cauca -San Jorge","Bajo San Jorge - La Mojana",,,
13075070,"CERETE  [13075070]","Climatológica Ordinaria","Convencional","Suspendida","15/01/1956","15/06/1963",190,"8,90","-75,78333333","Cordoba","Cereté","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI","Caribe","Sinú","Bajo Sinú",,,
13080050,"SAN BERNARDO  [13080050]","Pluviométrica","Convencional","Suspendida","15/01/1941","15/11/1969",5,"9,3666666670","-75,95","Cordoba","San Bernardo Del Viento","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO COLOMBIANO DE ENERGÍA ELÉCTRICA (ELECTRAGUAS)","Caribe","Sinú","Bajo Sinú",,,
13090130,"CAYECO  [13090130]","Pluviométrica","Convencional","Suspendida","15/04/1975","15/10/1975",65,"9,8166666670","-75,35","Sucre","San Onofre","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA","Magdalena Cauca","Bajo Magdalena","Canal del Dique margen izquierda",,,
13090140,"SAGOC  [13090140]","Pluviométrica","Convencional","Suspendida","15/05/1961","15/04/1962",1,"9,5166666670","-73,60","Sucre","Tolú","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO COLOMBIANO DE ENERGÍA ELÉCTRICA (ELECTRAGUAS)","Magdalena Cauca","Cesar","Bajo Cesar",,,
13090150,"BRUJO EL  [13090150]","Pluviométrica","Convencional","Suspendida","15/07/1967","15/05/1969",225,"9,30","-75,43333333","Sucre","Sincelejo","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA","Caribe","Caribe - Litoral","Directos Caribe Golfo de Morrosquillo",,,
13090160,"COLUMBA  [13090160]","Pluviométrica","Convencional","Suspendida","15/01/1972","15/12/1975",90,"9,55","-75,30","Sucre","Colosó","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA","Caribe","Caribe - Litoral","Directos Caribe Golfo de Morrosquillo",,,
13090170,"EXPERIMENTAL GJA  [13090170]","Pluviométrica","Convencional","Suspendida","15/01/1972","15/12/1972",20,"9,4666666670","-75,46666667","Sucre","Tolú Viejo","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA","Caribe","Caribe - Litoral","Directos Caribe Golfo de Morrosquillo",,,
13090180,"LUCHA 1  [13090180]","Pluviométrica","Convencional","Suspendida","15/07/1972","15/12/1974",50,"9,8333333330","-75,33333333","Sucre","San Onofre","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA","Magdalena Cauca","Bajo Magdalena","Canal del Dique margen izquierda",,,
13090190,"PALMA SOLA  [13090190]","Pluviométrica","Convencional","Suspendida","15/04/1972","15/12/1975",50,"9,4333333330","-75,45","Sucre","Tolú Viejo","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA","Caribe","Caribe - Litoral","Directos Caribe Golfo de Morrosquillo",,,
13090200,"PALMITO  [13090200]","Pluviométrica","Convencional","Suspendida","15/01/1972","15/10/1974",60,"9,3333333330","-75,53333333","Sucre","Palmito","Area Operativa 02 - Atlántico-Bolivar-Sucre","INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA","Caribe","Caribe - Litoral","Directos Caribe Golfo de Morrosquillo",,,
